#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AGL	PYGB	9606.ENSP00000294724	9606.ENSP00000216962	0.115	0	0	0	0.672	0.610	0.965	0.792	0.999
AGT	CMA1	9606.ENSP00000355627	9606.ENSP00000250378	0	0	0	0	0.055	0.045	0.750	0.791	0.946
AGT	SLC3A1	9606.ENSP00000355627	9606.ENSP00000260649	0	0	0	0	0	0	0	0.961	0.961
AGT	LPAR6	9606.ENSP00000355627	9606.ENSP00000367691	0	0	0	0	0	0	0.900	0.082	0.904
AGT	CXCR4	9606.ENSP00000355627	9606.ENSP00000386884	0	0	0	0	0	0	0.900	0.392	0.936
AHCYL2	KYAT3	9606.ENSP00000315931	9606.ENSP00000260508	0	0	0	0	0.067	0	0.900	0.141	0.912
AHCYL2	MTR	9606.ENSP00000315931	9606.ENSP00000355536	0.091	0	0	0	0.075	0	0.937	0.541	0.972
AHI1	HAP1	9606.ENSP00000265602	9606.ENSP00000334002	0	0	0	0	0	0.345	0	0.892	0.926
AHI1	TCTN3	9606.ENSP00000265602	9606.ENSP00000483364	0	0	0	0	0.042	0.088	0.800	0.807	0.961
AIRE	H3-3B	9606.ENSP00000291582	9606.ENSP00000254810	0	0	0	0	0	0.911	0	0.816	0.983
AKAP13	ARHGEF1	9606.ENSP00000354718	9606.ENSP00000337261	0	0	0	0.613	0.096	0.074	0.900	0.226	0.926
AKR1B1	SORD	9606.ENSP00000285930	9606.ENSP00000267814	0.061	0	0	0	0.123	0.380	0.900	0.974	0.998
AKR1B1	PTS	9606.ENSP00000285930	9606.ENSP00000280362	0.042	0	0	0	0.042	0	0.900	0.192	0.916
AKR1B1	GLB1	9606.ENSP00000285930	9606.ENSP00000306920	0.042	0	0	0	0.069	0	0.900	0	0.903
AKR1B1	PAH	9606.ENSP00000285930	9606.ENSP00000448059	0	0	0	0	0.092	0	0.900	0.173	0.918
AKR1B1	ALDH7A1	9606.ENSP00000285930	9606.ENSP00000387123	0	0	0	0	0.089	0.069	0.910	0.264	0.936
AKT1	GNRH2	9606.ENSP00000451828	9606.ENSP00000245983	0	0	0	0	0	0	0.900	0.137	0.910
AKT1	SMAD2	9606.ENSP00000451828	9606.ENSP00000262160	0	0	0	0	0.069	0.450	0	0.853	0.918
AKT1	MAPK3	9606.ENSP00000451828	9606.ENSP00000263025	0	0	0	0.587	0.266	0.110	0.900	0.432	0.957
AKT1	HSP90B1	9606.ENSP00000451828	9606.ENSP00000299767	0	0	0	0	0.042	0.362	0.900	0.728	0.981
AKT1	TERT	9606.ENSP00000451828	9606.ENSP00000309572	0	0	0	0	0.050	0.612	0	0.758	0.903
AKT1	CASP3	9606.ENSP00000451828	9606.ENSP00000311032	0	0	0	0	0.044	0.311	0	0.923	0.945
AKT1	PFKFB2	9606.ENSP00000451828	9606.ENSP00000356047	0	0	0	0	0.042	0.048	0.900	0.385	0.936
AKT1	PIK3CD	9606.ENSP00000451828	9606.ENSP00000366563	0	0	0	0	0.042	0.098	0.900	0.757	0.976
AKT1	CREB1	9606.ENSP00000451828	9606.ENSP00000387699	0	0	0	0	0.092	0.292	0.750	0.809	0.965
AKT1	MAP2K4	9606.ENSP00000451828	9606.ENSP00000410402	0	0	0	0.593	0.103	0.542	0.900	0.257	0.965
ALB	TTR	9606.ENSP00000295897	9606.ENSP00000237014	0	0	0	0	0.432	0.125	0	0.990	0.994
ALB	HPX	9606.ENSP00000295897	9606.ENSP00000265983	0	0	0	0	0.390	0.099	0.500	0.941	0.981
ALB	TF	9606.ENSP00000295897	9606.ENSP00000385834	0	0	0	0	0.322	0.077	0	0.854	0.900
ALB	CUBN	9606.ENSP00000295897	9606.ENSP00000367064	0	0	0	0	0.042	0	0	0.992	0.992
ALDH1A1	ALDH1A2	9606.ENSP00000297785	9606.ENSP00000249750	0	0	0.052	0.976	0.042	0.165	0.900	0.055	0.915
ALDH1A1	BCO1	9606.ENSP00000297785	9606.ENSP00000258168	0	0	0	0	0.106	0	0.900	0.451	0.946
ALDH1A1	CYP3A7	9606.ENSP00000297785	9606.ENSP00000337450	0	0	0	0	0.092	0.045	0.910	0.128	0.923
ALDH1A1	CYP2A6	9606.ENSP00000297785	9606.ENSP00000301141	0	0	0	0	0.057	0.045	0.910	0.176	0.924
ALDH1A1	RDH16	9606.ENSP00000297785	9606.ENSP00000381206	0	0	0	0	0.069	0	0.900	0.283	0.927
ALDH1A1	CYP2B6	9606.ENSP00000297785	9606.ENSP00000324648	0	0	0	0	0.057	0.045	0.910	0.271	0.933
ALDH1A2	CYP2A6	9606.ENSP00000249750	9606.ENSP00000301141	0	0	0	0	0.057	0.045	0.910	0.072	0.914
ALDH1A2	ALDH1A1	9606.ENSP00000249750	9606.ENSP00000297785	0	0	0.052	0.976	0.042	0.165	0.900	0.055	0.915
ALDH1A2	CYP2B6	9606.ENSP00000249750	9606.ENSP00000324648	0	0	0	0	0.057	0.045	0.910	0.086	0.916
ALDH1A2	CYP3A7	9606.ENSP00000249750	9606.ENSP00000337450	0	0	0	0	0.084	0.045	0.910	0.144	0.923
ALDH1A2	RDH16	9606.ENSP00000249750	9606.ENSP00000381206	0	0	0	0	0.069	0	0.900	0.378	0.937
ALDH1A2	BCO1	9606.ENSP00000249750	9606.ENSP00000258168	0	0	0	0	0.086	0	0.900	0.503	0.950
ALDH3B1	CYP2E1	9606.ENSP00000473990	9606.ENSP00000440689	0	0	0	0	0.057	0.045	0.910	0.301	0.935
ALDH3B1	ALDH3B2	9606.ENSP00000473990	9606.ENSP00000501254	0	0	0.050	0.981	0.049	0.592	0.900	0.059	0.959
ALDH3B2	CYP2E1	9606.ENSP00000501254	9606.ENSP00000440689	0	0	0	0	0.057	0.045	0.910	0.220	0.928
ALDH3B2	ALDH3B1	9606.ENSP00000501254	9606.ENSP00000473990	0	0	0.050	0.981	0.049	0.592	0.900	0.059	0.959
ALDH7A1	AKR1B1	9606.ENSP00000387123	9606.ENSP00000285930	0	0	0	0	0.089	0.069	0.910	0.264	0.936
ALDH7A1	PDE4A	9606.ENSP00000387123	9606.ENSP00000370078	0	0	0	0	0	0	0	0.972	0.972
ALOX15B	CYP4F3	9606.ENSP00000369530	9606.ENSP00000221307	0	0	0	0	0.055	0.072	0.900	0.198	0.920
ALOX15B	CYP4F2	9606.ENSP00000369530	9606.ENSP00000221700	0	0	0	0	0.057	0.072	0.900	0.141	0.914
ALOX15B	CYP2B6	9606.ENSP00000369530	9606.ENSP00000324648	0	0	0	0	0.045	0.071	0.900	0.055	0.904
ALOX15B	GPX7	9606.ENSP00000369530	9606.ENSP00000354677	0	0	0	0	0	0.045	0.900	0.170	0.913
ALOX15B	PTGS2	9606.ENSP00000369530	9606.ENSP00000356438	0	0	0	0	0.055	0.046	0.900	0.423	0.941
ALOX15B	CYP2E1	9606.ENSP00000369530	9606.ENSP00000440689	0	0	0	0	0	0.071	0.900	0.073	0.906
ALPG	PTS	9606.ENSP00000295453	9606.ENSP00000280362	0	0	0	0	0	0	0.900	0	0.900
AMN	CUBN	9606.ENSP00000299155	9606.ENSP00000367064	0	0	0	0	0.110	0.946	0.900	0.999	0.999
AMPD1	ENTPD1	9606.ENSP00000430075	9606.ENSP00000360250	0	0	0	0	0.058	0	0.900	0.245	0.922
ANKRD2	TCAP	9606.ENSP00000306163	9606.ENSP00000312624	0	0	0	0	0.170	0.292	0	0.908	0.941
ANP32A	XPO1	9606.ENSP00000417864	9606.ENSP00000384863	0	0	0	0	0.127	0.292	0.800	0.817	0.974
APLNR	GNG3	9606.ENSP00000475344	9606.ENSP00000294117	0	0	0	0	0.074	0.120	0.900	0	0.911
APLNR	GNB1	9606.ENSP00000475344	9606.ENSP00000367872	0	0	0	0	0	0.602	0.900	0	0.958
APLNR	GNG4	9606.ENSP00000475344	9606.ENSP00000398629	0	0	0	0	0	0.120	0.900	0.069	0.910
APLNR	JAK1	9606.ENSP00000475344	9606.ENSP00000499900	0	0	0	0	0	0.195	0	0.900	0.916
APOBEC3G	BST2	9606.ENSP00000385057	9606.ENSP00000252593	0	0	0	0	0.109	0	0	0.939	0.943
APOBEC3G	CDA	9606.ENSP00000385057	9606.ENSP00000364212	0	0	0	0	0.059	0	0	0.944	0.945
APOBEC3G	CBFB	9606.ENSP00000385057	9606.ENSP00000415151	0	0	0	0	0.047	0.820	0	0.773	0.957
ARAF	RRAS2	9606.ENSP00000290277	9606.ENSP00000256196	0	0	0	0	0.074	0.407	0.900	0.484	0.967
ARHGEF1	ARHGEF6	9606.ENSP00000337261	9606.ENSP00000250617	0	0	0	0	0.055	0.063	0.900	0.313	0.931
ARHGEF1	AKAP13	9606.ENSP00000337261	9606.ENSP00000354718	0	0	0	0.613	0.096	0.074	0.900	0.226	0.926
ARHGEF6	RRAS2	9606.ENSP00000250617	9606.ENSP00000256196	0	0	0	0	0.042	0.053	0.900	0.184	0.916
ARHGEF6	ARHGEF1	9606.ENSP00000250617	9606.ENSP00000337261	0	0	0	0	0.055	0.063	0.900	0.313	0.931
ARHGEF6	GIT1	9606.ENSP00000250617	9606.ENSP00000378338	0	0	0	0	0.044	0.873	0.900	0.997	0.999
ARMC8	YPEL5	9606.ENSP00000419413	9606.ENSP00000368835	0	0	0	0	0.049	0.767	0	0.673	0.921
ARMC8	WDR26	9606.ENSP00000419413	9606.ENSP00000498603	0	0	0	0	0.074	0.885	0.540	0.932	0.996
ARTN	GFRA3	9606.ENSP00000387435	9606.ENSP00000274721	0	0	0	0	0.042	0.966	0.400	0.999	0.999
ARTN	GFRA2	9606.ENSP00000387435	9606.ENSP00000428518	0	0	0	0	0	0.047	0.400	0.995	0.996
ASXL1	PCGF1	9606.ENSP00000364839	9606.ENSP00000233630	0	0	0	0	0	0.052	0.900	0.183	0.915
ASXL1	CBX4	9606.ENSP00000364839	9606.ENSP00000269397	0	0	0	0	0.060	0.065	0.900	0.072	0.907
ATF6B	WFS1	9606.ENSP00000364349	9606.ENSP00000226760	0	0	0	0	0	0.045	0.900	0.365	0.934
ATF6B	CREB1	9606.ENSP00000364349	9606.ENSP00000387699	0	0	0	0	0	0	0.900	0.553	0.953
ATP10A	TMEM30A	9606.ENSP00000450480	9606.ENSP00000230461	0	0	0	0	0.067	0.747	0.900	0.613	0.989
ATP10A	ATP8B1	9606.ENSP00000450480	9606.ENSP00000497896	0	0	0	0.815	0	0	0.900	0.140	0.910
ATP13A2	PINK1	9606.ENSP00000327214	9606.ENSP00000364204	0	0	0	0	0.062	0	0	0.922	0.924
ATP1A2	ATP1B2	9606.ENSP00000354490	9606.ENSP00000250111	0	0	0	0	0.256	0.299	0.900	0.887	0.993
ATP1A2	MAPK3	9606.ENSP00000354490	9606.ENSP00000263025	0	0	0	0	0.067	0.071	0.900	0.147	0.916
ATP1A2	ATP1B3	9606.ENSP00000354490	9606.ENSP00000286371	0	0	0	0	0.046	0.299	0.900	0.717	0.978
ATP1B2	MAPK3	9606.ENSP00000250111	9606.ENSP00000263025	0	0	0	0	0.049	0	0.900	0.067	0.903
ATP1B2	ATP1B3	9606.ENSP00000250111	9606.ENSP00000286371	0	0	0.056	0.923	0	0	0.900	0.419	0.940
ATP1B2	ATP1A2	9606.ENSP00000250111	9606.ENSP00000354490	0	0	0	0	0.256	0.299	0.900	0.887	0.993
ATP1B3	ATP1B2	9606.ENSP00000286371	9606.ENSP00000250111	0	0	0.056	0.923	0	0	0.900	0.419	0.940
ATP1B3	MAPK3	9606.ENSP00000286371	9606.ENSP00000263025	0	0	0	0	0.063	0	0.900	0	0.902
ATP1B3	ATP1A2	9606.ENSP00000286371	9606.ENSP00000354490	0	0	0	0	0.046	0.299	0.900	0.717	0.978
ATP5F1B	SLC25A3	9606.ENSP00000262030	9606.ENSP00000228318	0	0	0	0	0.895	0	0	0.671	0.964
ATP5F1B	ATP5F1E	9606.ENSP00000262030	9606.ENSP00000243997	0	0	0	0	0.120	0.920	0.967	0.956	0.999
ATP5F1B	MDH2	9606.ENSP00000262030	9606.ENSP00000327070	0.042	0	0	0	0.617	0.261	0	0.743	0.921
ATP5F1B	CYC1	9606.ENSP00000262030	9606.ENSP00000317159	0	0	0	0	0.751	0.522	0.500	0.645	0.976
ATP5F1E	ATP5F1B	9606.ENSP00000243997	9606.ENSP00000262030	0	0	0	0	0.120	0.920	0.967	0.956	0.999
ATP8B1	TMEM30A	9606.ENSP00000497896	9606.ENSP00000230461	0	0	0	0	0.068	0.986	0.900	0.858	0.999
ATP8B1	ATP10A	9606.ENSP00000497896	9606.ENSP00000450480	0	0	0	0.815	0	0	0.900	0.140	0.910
AXL	JAK1	9606.ENSP00000301178	9606.ENSP00000499900	0	0	0	0.575	0	0.051	0.900	0.172	0.914
AXL	PLCG2	9606.ENSP00000301178	9606.ENSP00000482457	0	0	0	0	0	0	0.900	0.220	0.918
BABAM1	BABAM2	9606.ENSP00000352408	9606.ENSP00000343412	0	0	0	0	0.067	0.999	0.900	0.998	0.999
BABAM2	CBX4	9606.ENSP00000343412	9606.ENSP00000269397	0	0	0	0	0	0.065	0.900	0	0.902
BABAM2	CDC16	9606.ENSP00000343412	9606.ENSP00000348554	0	0	0	0	0.045	0.059	0.900	0.044	0.902
BABAM2	CUL7	9606.ENSP00000343412	9606.ENSP00000438788	0	0	0	0	0.062	0.052	0.900	0	0.903
BABAM2	BABAM1	9606.ENSP00000343412	9606.ENSP00000352408	0	0	0	0	0.067	0.999	0.900	0.998	0.999
BAG1	BAG5	9606.ENSP00000489189	9606.ENSP00000338814	0	0	0	0	0.060	0	0.400	0.866	0.918
BAG5	BAG1	9606.ENSP00000338814	9606.ENSP00000489189	0	0	0	0	0.060	0	0.400	0.866	0.918
BCAS2	CDC40	9606.ENSP00000358554	9606.ENSP00000357928	0	0	0	0	0.180	0.992	0.900	0.780	0.999
BCAT1	GCLM	9606.ENSP00000443459	9606.ENSP00000359258	0	0	0	0	0.062	0.074	0.900	0.119	0.913
BCL11B	SMARCC2	9606.ENSP00000349723	9606.ENSP00000449396	0	0	0	0	0	0.077	0.900	0.459	0.945
BCL11B	SMARCA2	9606.ENSP00000349723	9606.ENSP00000371638	0	0	0	0	0.057	0.076	0.900	0.503	0.951
BCL6	TBX21	9606.ENSP00000384371	9606.ENSP00000177694	0	0	0	0	0.063	0.095	0	0.908	0.915
BCL6	PAX5	9606.ENSP00000384371	9606.ENSP00000350844	0	0	0	0	0	0.047	0	0.930	0.931
BCO1	ALDH1A2	9606.ENSP00000258168	9606.ENSP00000249750	0	0	0	0	0.086	0	0.900	0.503	0.950
BCO1	RDH16	9606.ENSP00000258168	9606.ENSP00000381206	0	0	0	0	0.050	0	0.900	0.294	0.927
BCO1	ALDH1A1	9606.ENSP00000258168	9606.ENSP00000297785	0	0	0	0	0.106	0	0.900	0.451	0.946
BCORL1	PCGF1	9606.ENSP00000437775	9606.ENSP00000233630	0	0	0	0	0	0.984	0	0.802	0.996
BET1	STX6	9606.ENSP00000222547	9606.ENSP00000258301	0	0	0	0	0.049	0.455	0.540	0.796	0.945
BET1	STX18	9606.ENSP00000222547	9606.ENSP00000305810	0	0	0	0	0.076	0.672	0.540	0.694	0.951
BET1	VTI1B	9606.ENSP00000222547	9606.ENSP00000450731	0	0	0	0	0.049	0.264	0.540	0.944	0.979
BICD2	DCTN2	9606.ENSP00000349351	9606.ENSP00000408910	0	0	0	0	0.055	0.994	0.500	0.851	0.999
BIRC7	UBE2D2	9606.ENSP00000217169	9606.ENSP00000381717	0	0	0	0	0.058	0.964	0	0.715	0.989
BIRC7	CASP3	9606.ENSP00000217169	9606.ENSP00000311032	0	0	0	0	0.067	0.727	0.900	0.752	0.992
BMP4	ACVR1	9606.ENSP00000245451	9606.ENSP00000405004	0	0	0	0	0.063	0.457	0.900	0.976	0.998
BRD7	DPF1	9606.ENSP00000378181	9606.ENSP00000347716	0	0	0	0	0	0.622	0	0.800	0.921
BRD7	SMARCA2	9606.ENSP00000378181	9606.ENSP00000371638	0	0	0	0.553	0.049	0.709	0.650	0.790	0.977
BRD7	SMARCC2	9606.ENSP00000378181	9606.ENSP00000449396	0	0	0	0	0.202	0.986	0.650	0.817	0.999
BRF1	TBP	9606.ENSP00000448387	9606.ENSP00000230354	0	0	0	0	0.106	0.971	0.800	0.840	0.999
BRF1	GTF3C3	9606.ENSP00000448387	9606.ENSP00000263956	0	0	0	0	0	0.968	0.540	0.869	0.997
BRIX1	KRR1	9606.ENSP00000338862	9606.ENSP00000229214	0	0	0	0	0.932	0.164	0	0	0.941
BRIX1	DDX56	9606.ENSP00000338862	9606.ENSP00000258772	0	0	0	0	0.834	0.467	0	0.446	0.946
BRIX1	DDX18	9606.ENSP00000338862	9606.ENSP00000263239	0	0	0	0	0.833	0.952	0	0.661	0.997
BRIX1	PDCD11	9606.ENSP00000338862	9606.ENSP00000358812	0	0	0	0	0.833	0.646	0	0.554	0.971
BRIX1	RRP15	9606.ENSP00000338862	9606.ENSP00000355899	0	0	0	0	0.898	0.776	0	0.359	0.984
BRIX1	MAK16	9606.ENSP00000338862	9606.ENSP00000353246	0	0	0	0	0.895	0.976	0	0	0.997
BRIX1	NOC3L	9606.ENSP00000338862	9606.ENSP00000360412	0	0	0	0	0.866	0.963	0	0.460	0.997
BRIX1	EBNA1BP2	9606.ENSP00000338862	9606.ENSP00000407323	0	0	0	0	0.946	0.993	0	0.460	0.999
BST2	APOBEC3G	9606.ENSP00000252593	9606.ENSP00000385057	0	0	0	0	0.109	0	0	0.939	0.943
BTRC	SNAI1	9606.ENSP00000359206	9606.ENSP00000244050	0	0	0	0	0	0.820	0	0.810	0.964
BTRC	PER2	9606.ENSP00000359206	9606.ENSP00000254657	0	0	0	0	0	0.720	0.900	0.773	0.993
BTRC	CSNK1A1	9606.ENSP00000359206	9606.ENSP00000261798	0	0	0	0	0.080	0.219	0.500	0.818	0.926
BTRC	SKP2	9606.ENSP00000359206	9606.ENSP00000274255	0	0	0	0	0.049	0.292	0.900	0.975	0.998
BTRC	PER1	9606.ENSP00000359206	9606.ENSP00000314420	0	0	0	0	0.049	0.560	0.900	0.217	0.962
BTRC	PER3	9606.ENSP00000359206	9606.ENSP00000482093	0	0	0	0	0.060	0.139	0.900	0.257	0.931
BTRC	GLI2	9606.ENSP00000359206	9606.ENSP00000390436	0	0	0	0	0	0.621	0.900	0.611	0.984
BTRC	UBE2D2	9606.ENSP00000359206	9606.ENSP00000381717	0	0	0	0	0	0.932	0.800	0.332	0.990
BTRC	YAP1	9606.ENSP00000359206	9606.ENSP00000478927	0	0	0	0	0	0.879	0.900	0.439	0.992
BUB1	CCNB2	9606.ENSP00000302530	9606.ENSP00000288207	0	0	0	0	0.892	0.279	0.400	0.970	0.998
BUB1	HMMR	9606.ENSP00000302530	9606.ENSP00000377492	0	0	0	0	0.807	0.115	0	0.508	0.909
BUB1	RPS6KA3	9606.ENSP00000302530	9606.ENSP00000368884	0	0	0	0	0.055	0	0.900	0.167	0.914
BUB1	CDC25C	9606.ENSP00000302530	9606.ENSP00000321656	0	0	0	0	0.784	0	0	0.651	0.921
BUB1	PTTG1	9606.ENSP00000302530	9606.ENSP00000377536	0	0	0	0	0.744	0	0	0.833	0.955
C6	C9	9606.ENSP00000263413	9606.ENSP00000263408	0	0	0	0.726	0.353	0.900	0.900	0.456	0.996
C6	SPG7	9606.ENSP00000263413	9606.ENSP00000495795	0	0	0	0	0	0	0.900	0	0.900
C9	SPG7	9606.ENSP00000263408	9606.ENSP00000495795	0	0	0	0	0	0	0.900	0	0.900
C9	CD59	9606.ENSP00000263408	9606.ENSP00000498879	0	0	0	0	0.053	0.510	0.800	0.630	0.961
C9	C6	9606.ENSP00000263408	9606.ENSP00000263413	0	0	0	0.726	0.353	0.900	0.900	0.456	0.996
CACNA1G	CACNA1H	9606.ENSP00000352011	9606.ENSP00000334198	0	0	0.069	0.942	0.050	0	0.900	0.446	0.944
CACNA1G	ESR2	9606.ENSP00000352011	9606.ENSP00000343925	0	0	0	0	0.049	0	0.900	0.248	0.922
CACNA1G	CACNA1I	9606.ENSP00000352011	9606.ENSP00000385019	0	0	0.071	0.935	0.083	0	0.900	0.621	0.963
CACNA1H	ESR2	9606.ENSP00000334198	9606.ENSP00000343925	0	0	0	0	0	0	0.900	0.177	0.914
CACNA1H	CACNA1G	9606.ENSP00000334198	9606.ENSP00000352011	0	0	0.069	0.942	0.050	0	0.900	0.446	0.944
CACNA1H	CACNA1I	9606.ENSP00000334198	9606.ENSP00000385019	0	0	0.069	0.942	0.110	0	0.900	0.782	0.979
CACNA1I	CACNA1H	9606.ENSP00000385019	9606.ENSP00000334198	0	0	0.069	0.942	0.110	0	0.900	0.782	0.979
CACNA1I	ESR2	9606.ENSP00000385019	9606.ENSP00000343925	0	0	0	0	0.047	0	0.900	0.146	0.911
CACNA1I	CACNA1G	9606.ENSP00000385019	9606.ENSP00000352011	0	0	0.071	0.935	0.083	0	0.900	0.621	0.963
CACNG1	CACNG2	9606.ENSP00000226021	9606.ENSP00000300105	0	0.006	0	0	0.044	0	0.720	0.871	0.962
CACNG2	CACNG1	9606.ENSP00000300105	9606.ENSP00000226021	0	0.006	0	0	0.044	0	0.720	0.871	0.962
CACTIN	CDC40	9606.ENSP00000415078	9606.ENSP00000357928	0	0	0	0	0.054	0.800	0.800	0.271	0.968
CACTIN	PRKRIP1	9606.ENSP00000415078	9606.ENSP00000419270	0	0	0	0	0.049	0.900	0	0.506	0.948
CAMK2A	PLCB2	9606.ENSP00000500386	9606.ENSP00000260402	0	0	0	0	0.081	0	0.900	0.189	0.919
CAMK2A	PIK3C3	9606.ENSP00000500386	9606.ENSP00000262039	0	0	0	0	0	0	0.900	0.076	0.903
CAMK2A	CDC25C	9606.ENSP00000500386	9606.ENSP00000321656	0	0	0	0	0	0	0.900	0.045	0.900
CAMK2A	SCN5A	9606.ENSP00000500386	9606.ENSP00000328968	0	0	0	0	0.062	0.067	0.900	0.183	0.919
CAMK2A	PLCG2	9606.ENSP00000500386	9606.ENSP00000482457	0	0	0	0	0	0	0.900	0.091	0.905
CAMSAP1	TUBA1A	9606.ENSP00000374183	9606.ENSP00000439020	0	0	0	0	0.042	0.900	0	0.082	0.904
CAPRIN1	FMR1	9606.ENSP00000340329	9606.ENSP00000359506	0	0	0	0	0.048	0.453	0	0.901	0.944
CAPRIN1	G3BP2	9606.ENSP00000340329	9606.ENSP00000352738	0	0	0	0	0.282	0.834	0	0.953	0.993
CASP3	BIRC7	9606.ENSP00000311032	9606.ENSP00000217169	0	0	0	0	0.067	0.727	0.900	0.752	0.992
CASP3	MAPK3	9606.ENSP00000311032	9606.ENSP00000263025	0	0	0	0	0.067	0.045	0.900	0.858	0.985
CASP3	IFT57	9606.ENSP00000311032	9606.ENSP00000264538	0	0	0	0	0	0	0.900	0.099	0.906
CASP3	AKT1	9606.ENSP00000311032	9606.ENSP00000451828	0	0	0	0	0.044	0.311	0	0.923	0.945
CASP3	STK3	9606.ENSP00000311032	9606.ENSP00000429744	0	0	0	0	0.061	0.421	0.900	0.138	0.946
CASR	PLCB2	9606.ENSP00000420194	9606.ENSP00000260402	0	0	0	0	0	0	0.900	0.283	0.925
CAT	HSD17B4	9606.ENSP00000241052	9606.ENSP00000411960	0	0	0	0	0.838	0.336	0.500	0.245	0.954
CBFA2T2	PRDM14	9606.ENSP00000262653	9606.ENSP00000276594	0	0	0	0	0.051	0.845	0	0.809	0.969
